Ticker,Intercept,Slope
MMM,76.62876576122643,0.07880330564806395
AOS,64.06797367662448,0.05073129273427797
ABT,103.66342543746023,0.015373951824478545
ABBV,137.7333412593778,0.10237490678458222
ACN,281.5549444184146,0.15284405090737102
ADBE,407.5390256573711,0.3808134003961603
AMD,81.58939226023236,0.2104531907465854
AFL,60.615562906916466,0.09156304296384804
A,130.0697176576805,0.011034269405420781
ABNB,118.52889232455915,0.06342068107055734
AKAM,88.16987063408514,0.04417067942450215
ALLE,103.29935887842231,0.06926027688996259
LNT,51.09536748646087,0.006248887051682325
ALL,101.25798297584014,0.1805622243143204
GOOGL,96.29760670881949,0.1809192871849206
GOOG,96.79622677895446,0.18356450969737434
MO,43.08983317215368,0.00851177154244099
AMZN,93.52484877441925,0.23535190738529752
AEP,83.27885252192236,0.01681024765179045
AXP,134.69324371505385,0.2651398829465489
AIG,52.753391755506314,0.0574966241990665
AMT,191.10622512015445,0.03484664362367962
AMP,286.61547295071034,0.3872696406291482
AME,141.19163445259278,0.07724920339092063
AMGN,223.7103495093909,0.22632653347026976
APH,32.79580744099317,0.07612940977022918
ADI,167.69995009016495,0.12267105332967958
ANSS,295.63286864962737,0.0802842950992951
AON,315.35523841908343,0.016118637018150448
AAPL,150.292464866416,0.15352415969715338
AMAT,104.2626523367091,0.2578965782626242
ACGL,61.69850567014851,0.09997878136491656
ANET,98.36662824126287,0.6027350471928858
AJG,185.65711419975798,0.21742619850522038
AIZ,115.44263425659412,0.17525465167665008
T,16.18466921241343,0.005798450763360602
ATO,109.53207881712382,0.03705420721934838
ADSK,191.18468295815302,0.15163850960009326
ADP,214.91990855478608,0.11384560514992688
AZO,2333.281443652071,1.7164486495587896
AVB,163.39067732398033,0.10449283999427987
AVY,167.6683132846487,0.12345709332580694
AXON,152.91711362065652,0.4628686337639343
BKR,30.189166660791596,0.01130982905163028
BALL,51.25088569828223,0.031605307131774805
BAC,27.45729616321793,0.02719111612209999
BK,38.91864057881176,0.06014590939307162
BBY,73.25259483370715,0.027289077412451693
BLK,632.276311774611,0.5455143113406514
BX,78.03301918891715,0.15275305112233808
BKNG,2308.77158273158,4.086187633178455
BXP,56.23999823228142,0.033106091868779414
BSX,41.03252284834208,0.08926608279151349
AVGO,45.279534735835746,0.2774121848453521
BR,142.01686183575666,0.17652364960823202
BRO,52.62330264818146,0.10753851649205565
BLDR,88.16133111120183,0.23687104993865524
BG,99.07281925754647,0.00568815610335517
CDNS,197.25282295544278,0.2430323291322877
